KOATUU_2020,KATOTTG_2023,category,region_name
2323085101,UA23080270010078454,village,Zaporizka
6822710100,UA68040210010032567,town,Khmelnytska
1223881501,UA12140170040016918,village,Dnipropetrovska
7310100000,UA73060610010033137,town,Chernivetska
4822383001,UA48080050190079797,village,Mykolaivska
1411700000,UA14120030010055241,town,Donetska
6110100000,UA61040490010069060,town,Ternopilska
1211600000,UA12080050010010114,town,Dnipropetrovska
3523486901,UA35040230270075305,village,Kirovohradska
1210136900,UA12020010010512802,city,Dnipropetrovska
5110137600,UA51100270010413116,city,Odeska
1212400000,UA12120070010055676,town,Dnipropetrovska
4625855300,UA46140010010031231,urban village,Lvivska
2624083401,UA26120070070078776,village,Ivano-Frankivska
6823987707,UA68060310060082728,village,Khmelnytska
5122310100,UA51080050010036449,town,Odeska
1210138100,UA12020010010350200,city,Dnipropetrovska
6321688705,UA63140010400074790,village,Kharkivska
7110800000,UA71060210010010251,town,Cherkaska
5110137300,UA51100270010275193,city,Odeska
6820355100,UA68060030010060271,urban village,Khmelnytska
6125083603,UA61040190030094125,village,Ternopilska
6125010100,UA61040470010037126,town,Ternopilska
1210137800,UA12020010010757287,city,Dnipropetrovska
1420910824,UA14020090230096003,village,Donetska
1210136600,UA12020010010816623,city,Dnipropetrovska
4621286301,UA46020030280042854,village,Lvivska
2625610100,UA26040350010070754,town,Ivano-Frankivska
5121883803,UA51020090150013719,village,Odeska
7125785202,UA71020210020019943,village,Cherkaska
7123480301,UA71060170030024988,village,Cherkaska
0721155100,UA07020070010088055,urban village,Volynska
1223283501,UA12100090100065076,village,Dnipropetrovska
1413345200,UA14120110020052155,urban village,Donetska
6310136600,UA63120270010216514,city,Kharkivska
5310436100,UA53020110010112104,city,Poltavska
5625455700,UA56080210010085738,urban village,Rivnenska
3521110100,UA35020050010071459,town,Kirovohradska
4610900000,UA46080130010066889,town,Lvivska
3522284901,UA35080030060049982,village,Kirovohradska
4610136900,UA46060250010515336,city,Lvivska
0510100000,UA05020030010063857,town,Vinnytska
6310136300,UA63120270010948820,city,Kharkivska
0523280301,UA05100110020043578,village,Vinnytska
7424189701,UA74080210010068290,village,Chernihivska
1414100000,UA14120210010032554,town,Donetska
5621280801,UA56060170030013012,village,Rivnenska
2623685701,UA26100050050010606,village,Ivano-Frankivska
3210300000,UA32020010010081183,town,Kyivska
5323281801,UA53060230100058100,village,Poltavska
0520810100,UA05040030010071792,town,Vinnytska
2625888101,UA26040330190052769,village,Ivano-Frankivska
2310700000,UA23080070010092407,town,Zaporizka
3521455100,UA35020070010065136,urban village,Kirovohradska
6310138500,UA63120270010423479,city,Kharkivska
7110136400,UA71080490010144486,city,Cherkaska
0710100000,UA07080170010083384,town,Volynska
6323310100,UA63060050010042407,town,Kharkivska
6510136900,UA65100150010361097,city,Khersonska
2621682101,UA26080030380074401,village,Ivano-Frankivska
5121083203,UA51100090140023172,village,Odeska
3221484004,UA32140070060088633,village,Kyivska
0523080801,UA05020170070092290,village,Vinnytska
1810136600,UA18040190010281147,city,Zhytomyrska
6310137500,UA63120270010315719,city,Kharkivska
7410700000,UA74080130010045104,town,Chernihivska
2124482801,UA21080070030085352,village,Zakarpatska
5120882001,UA51040130040010371,village,Odeska
2310400000,UA23020050010019935,town,Zaporizka
5121085201,UA51100330010025010,village,Odeska
8036400000,UA80000000000336424,city,Kyiv
8038900000,UA80000000000980793,city,Kyiv
2610100000,UA26040190010045761,town,Ivano-Frankivska
3523810100,UA35060130010042714,town,Kirovohradska
4822055200,UA48040190010081999,urban village,Mykolaivska
5310700000,UA53040030010081016,town,Poltavska
6310136900,UA63120270010736370,city,Kharkivska
5110136900,UA51100270010196805,city,Odeska
4621510500,UA46100270010046817,town,Lvivska
6322080901,UA63120250070010605,village,Kharkivska
3221282801,UA32060090010046220,village,Kyivska
5621885401,UA56080070240026174,village,Rivnenska
3525884401,UA35040330070080203,village,Kirovohradska
5624283604,UA56060450180087746,village,Rivnenska
1423381501,UA14160110130045062,village,Donetska
6823980614,UA68060010110050901,village,Khmelnytska
5110500000,UA51100030010096432,town,Odeska
1210137200,UA12020010010231764,city,Dnipropetrovska
5620481801,UA56060030040058279,village,Rivnenska
1211037500,UA12060170010720279,city,Dnipropetrovska
5910136300,UA59080270010111002,city,Sumska
1210136300,UA12020010010114149,city,Dnipropetrovska
8039100000,UA80000000001078669,city,Kyiv
2310136900,UA23060070010228148,city,Zaporizka
6323555100,UA63020090010052615,urban village,Kharkivska
1422482701,UA14120050010016211,village,Donetska
5310137000,UA53080370010339303,city,Poltavska
5323288203,UA53060230210048822,village,Poltavska
6310138200,UA63120270010158723,city,Kharkivska
1222055300,UA12040170020049602,urban village,Dnipropetrovska
5110100000,UA51100270010076757,town,Odeska
1211036600,UA12060170010439451,city,Dnipropetrovska
1824755404,UA18040230040083801,village,Zhytomyrska
5110800000,UA51100370010020298,town,Odeska
4620680802,UA46040090150072834,village,Lvivska
3524087201,UA35060010120026615,village,Kirovohradska
2610196601,UA26040190150033413,village,Ivano-Frankivska
6310137900,UA63120270010565081,city,Kharkivska
4810137200,UA48060150010443183,city,Mykolaivska
6521585501,UA65060050200057527,village,Khersonska
1423955500,UA14140030020058899,urban village,Donetska
8036600000,UA80000000000479391,city,Kyiv
7320786001,UA73060130120098755,village,Chernivetska
5911000000,UA59100170010017917,town,Sumska
4610137500,UA46060250010615203,city,Lvivska
0723655100,UA07040050010044229,urban village,Volynska
7421488401,UA74100370010042808,village,Chernihivska
7421410100,UA74100050010035827,town,Chernihivska
7123155100,UA71060150010031935,urban village,Cherkaska
1211900000,UA12100070010038698,town,Dnipropetrovska
6122610100,UA61040170010060494,town,Ternopilska
6525483001,UA65060190040098037,village,Khersonska
6310700000,UA63080090010026457,town,Kharkivska
5320684602,UA53020010080091417,village,Poltavska
5322686602,UA53060290110046200,village,Poltavska
1221055400,UA12040050020044460,urban village,Dnipropetrovska
5621885004,UA56080110040039727,village,Rivnenska
0723684002,UA07040050090066618,village,Volynska
5110600000,UA51080030010072039,town,Odeska
6810100000,UA68040470010096613,town,Khmelnytska
3221810100,UA32100010010059200,town,Kyivska
4625184302,UA46080170110036660,village,Lvivska
1412900000,UA14120090010038661,town,Donetska
8036300000,UA80000000000210193,city,Kyiv
7110136700,UA71080490010259590,city,Cherkaska
6121686301,UA61060110220057645,village,Ternopilska
3510900000,UA35080170010073614,town,Kirovohradska
5625410100,UA56080170010061049,town,Rivnenska
6321755600,UA63140110010076882,urban village,Kharkivska
6125083610,UA61040190100050382,village,Ternopilska
5121481001,UA51060070010082409,village,Odeska
2324210100,UA23100190010032690,town,Zaporizka
0510500000,UA05120090010077573,town,Vinnytska
4420655100,UA44140010010089375,urban village,Luhanska
7422055106,UA74100190070076597,village,Chernihivska
6823610100,UA68060210010068447,town,Khmelnytska
1811000000,UA18080150010017476,town,Zhytomyrska
5310436500,UA53020110010228624,city,Poltavska
4810136300,UA48060150010139573,city,Mykolaivska
5110137500,UA51100270010320268,city,Odeska
8036100000,UA80000000000126643,city,Kyiv
6825085401,UA68040470190041524,village,Khmelnytska
1410300000,UA14020010010059145,town,Donetska
6522386001,UA65080170010099065,village,Khersonska
4611500000,UA46020090010062870,town,Lvivska
3222055100,UA32100050010050212,urban village,Kyivska
3510136300,UA35040210010286392,city,Kirovohradska
7320510400,UA73020070010063977,town,Chernivetska
1822510100,UA18040250010085012,town,Zhytomyrska
6322055900,UA63120130010037422,urban village,Kharkivska
8038200000,UA80000000000624772,city,Kyiv
1412336600,UA14140050010166965,city,Donetska
0724281001,UA07060310050092217,village,Volynska
7322586003,UA73020050040076017,village,Chernivetska
1221055800,UA12040050030016744,urban village,Dnipropetrovska
7124387801,UA71060070100059746,village,Cherkaska
6123487601,UA61020110110042971,village,Ternopilska
5910490501,UA59020070040032122,village,Sumska
1824085401,UA18080190010059030,village,Zhytomyrska
0722482401,UA07020030010025894,village,Volynska
8038500000,UA80000000000719633,city,Kyiv
7124610100,UA71060230010046648,town,Cherkaska
1420387501,UA14120150150019189,village,Donetska
0723655401,UA07080130020012387,village,Volynska
2623655803,UA26100090090059393,village,Ivano-Frankivska
6522381002,UA65080030070084788,village,Khersonska
5122785801,UA51100410070022156,village,Odeska
0722481202,UA07020030070095073,village,Volynska
0521084803,UA05060050230032166,village,Vinnytska
6125281702,UA61040110020087319,village,Ternopilska
6510136600,UA65100150010217771,city,Khersonska
5310136700,UA53080370010266780,city,Poltavska
3522580301,UA35040010010031697,village,Kirovohradska
3210600000,UA32060050010081797,town,Kyivska
4620910100,UA46060070010047335,town,Lvivska
1810136300,UA18040190010115253,city,Zhytomyrska
3211000000,UA32040110010043320,town,Kyivska
2323355400,UA23040170020078963,urban village,Zaporizka
6510700000,UA65060170010075325,town,Khersonska
1824410117,UA18060190180055870,village,Zhytomyrska
6320810100,UA63020010010049442,town,Kharkivska
1210436600,UA12040150010118924,city,Dnipropetrovska
4624880202,UA46120110250037736,village,Lvivska
7122510100,UA71080170010098381,town,Cherkaska
5910136600,UA59080270010287243,city,Sumska
2310136600,UA23060070010385728,city,Zaporizka
5925010100,UA59040130010060037,town,Sumska
0710200000,UA07020010010041660,town,Volynska
4425184501,UA44140110200078099,village,Luhanska
8038000000,UA80000000000551439,city,Kyiv
5624286403,UA56060450240081654,village,Rivnenska
0723688201,UA07080130280092367,village,Volynska
7423010100,UA74020030010065172,town,Chernihivska
4424855400,UA44160090020068430,urban village,Luhanska
4823980201,UA48080090030074647,village,Mykolaivska
0524355300,UA05100150020043414,urban village,Vinnytska
7424480402,UA74100330180053749,village,Chernihivska
7323083601,UA73060350010055735,village,Chernivetska
7422055403,UA74100070040034976,village,Chernihivska
5125481901,UA51020310040024442,village,Odeska
5125485204,UA51140170070090728,village,Odeska
6110700000,UA61020070010067494,town,Ternopilska
2110100000,UA21100230010016545,town,Zakarpatska
5621285101,UA56060170210061934,village,Rivnenska
5623085601,UA56060090120017456,village,Rivnenska
5121082401,UA51100150010077639,village,Odeska
7423010129,UA74020030330016638,village,Chernihivska
4825482202,UA48080070050048709,village,Mykolaivska
6323255100,UA63020070010093510,urban village,Kharkivska
5910200000,UA59040110010017443,town,Sumska
4610137200,UA46060250010364817,city,Lvivska
4622710200,UA46060250030012851,town,Lvivska
2310136300,UA23060070010595678,city,Zaporizka
3221055300,UA32080070020076965,urban village,Kyivska
0710190003,UA07080170310085692,village,Volynska
7120910100,UA71060090010092249,town,Cherkaska
6522987001,UA65040030020041290,village,Khersonska
5325155100,UA53040130010015298,urban village,Poltavska
3211600000,UA32120110010071582,town,Kyivska
3224482302,UA32020190020013683,village,Kyivska
4611800000,UA46120130010071117,town,Lvivska
2310137500,UA23060070010748330,city,Zaporizka
5323486401,UA53080310410045241,village,Poltavska
7324582001,UA73060050010068893,village,Chernivetska
2110400000,UA21040150010056148,town,Zakarpatska
0723655413,UA07080130250090917,village,Volynska
5922355125,UA59080090380020145,village,Sumska
2312500000,UA23040110010044100,town,Zaporizka
1424255600,UA14120210030090722,urban village,Donetska
3210500000,UA32040010010093209,town,Kyivska
1414800000,UA14040050010075856,town,Donetska
1810700000,UA18060090010074365,town,Zhytomyrska
7410400000,UA74040250010023991,town,Chernihivska
7110300000,UA71080150010077910,town,Cherkaska
2123610100,UA21060050010040895,town,Zakarpatska
1821780401,UA18080030010060384,village,Zhytomyrska
7120989401,UA71060050080012581,village,Cherkaska
2125385201,UA21120250170032812,village,Zakarpatska
2121255300,UA21020090010056871,urban village,Zakarpatska
0725555102,UA07060430120071282,village,Volynska
1421555900,UA14040030020098017,urban village,Donetska
4610670500,UA46020030020056516,town,Lvivska
2323084004,UA23080250180059636,village,Zaporizka
5925355300,UA59100170020081397,urban village,Sumska
5923281202,UA59060070380017060,village,Sumska
6121281001,UA61060070130079949,village,Ternopilska
1824086201,UA18080050290063549,village,Zhytomyrska
1211036300,UA12060170010378670,city,Dnipropetrovska
0520688903,UA05020310060026649,village,Vinnytska
1210138400,UA12020010010475293,city,Dnipropetrovska
1821155400,UA18060070010083059,urban village,Zhytomyrska
7424455400,UA74100090010095098,urban village,Chernihivska
7425589101,UA74100270190086965,village,Chernihivska
1413200000,UA14160210010099403,town,Donetska
0525387201,UA05060150250081400,village,Vinnytska
4625888801,UA46140110760040047,village,Lvivska
4424885501,UA44160010120057773,village,Luhanska
2121280601,UA21020110030068404,village,Zakarpatska
7410136300,UA74100390010122363,city,Chernihivska
3222486001,UA32080130120014131,village,Kyivska
4624810100,UA46120110010087965,town,Lvivska
1411200000,UA14020110010025394,town,Donetska
4411800000,UA44120050010021900,town,Luhanska
0523481801,UA05020210150014031,village,Vinnytska
3220286601,UA32060030070064733,village,Kyivska
5123755300,UA51100070010049456,urban village,Odeska
4624281609,UA46080010060052565,village,Lvivska
7323088301,UA73060030070096088,village,Chernivetska
2123210100,UA21100130010027304,town,Zakarpatska
5623855125,UA56040190310089956,village,Rivnenska
7321510100,UA73060190010067621,town,Chernivetska
5623081001,UA56060090010093960,village,Rivnenska
4611200000,UA46100230010074173,town,Lvivska
2122781401,UA21040130020022522,village,Zakarpatska
5922683401,UA59020090220056437,village,Sumska
2120485601,UA21020170010067414,village,Zakarpatska
2622884802,UA26060190080076393,village,Ivano-Frankivska
3222484201,UA32140030070014765,village,Kyivska
4625185101,UA46080010300066767,village,Lvivska
1211036400,UA12060170010145934,city,Dnipropetrovska
0523181701,UA05020190150092283,village,Vinnytska
4622780202,UA46060230020056894,village,Lvivska
0510400000,UA05080050010069812,town,Vinnytska
1225980502,UA12120130080062675,village,Dnipropetrovska
5121083901,UA51100210010011388,village,Odeska
0721810100,UA07080110010029699,town,Volynska
4620610100,UA46040030010088253,town,Lvivska
4810136900,UA48060150010235917,city,Mykolaivska
5622282001,UA56020070150064068,village,Rivnenska
7420389005,UA74040030080084844,village,Chernihivska
5124110100,UA51080070010065897,town,Odeska
1822083001,UA18040030110027558,village,Zhytomyrska
5924183201,UA59060110100010800,village,Sumska
5310300000,UA53060090010040802,town,Poltavska
3222086401,UA32100050740087417,village,Kyivska
2120485603,UA21020170030072053,village,Zakarpatska
6310745700,UA63080090030044417,urban village,Kharkivska
5624655300,UA56060470020082951,urban village,Rivnenska
7320510100,UA73020090010033414,town,Chernivetska
6825083305,UA68040470140058120,village,Khmelnytska
5321855300,UA53080010010014619,urban village,Poltavska
1211037000,UA12060170010585703,city,Dnipropetrovska
1222385501,UA12100050240044248,village,Dnipropetrovska
4820685301,UA48020170010089549,village,Mykolaivska
7122255400,UA71020110010072711,urban village,Cherkaska
6523585501,UA65060090010025674,settlement,Khersonska
5625883920,UA56040130190080643,village,Rivnenska
3220280401,UA32060010030029697,village,Kyivska
1225285502,UA12060270020075244,village,Dnipropetrovska
7320580502,UA73020010020058340,village,Chernivetska
0723683501,UA07080130100086918,village,Volynska
4623087201,UA46100110210011652,village,Lvivska
3222410600,UA32080090010037585,town,Kyivska
7421710105,UA74080030050036136,village,Chernihivska
1210436900,UA12040150010213957,city,Dnipropetrovska
4625855602,UA46140110190080840,village,Lvivska
2310137200,UA23060070010154443,city,Zaporizka
5620885401,UA56020090030084730,village,Rivnenska
4621884903,UA46060050130086709,village,Lvivska
6125055400,UA61040290010086870,urban village,Ternopilska
7124989002,UA71080470020011950,village,Cherkaska
5625083801,UA56080150120014529,village,Rivnenska
4621880401,UA46040070020052627,village,Lvivska
2122486901,UA21120230010059829,village,Zakarpatska
3221255200,UA32060070010067563,urban village,Kyivska
5921286301,UA59040030240040460,village,Sumska
5923555600,UA59060090020070314,urban village,Sumska
6310138800,UA63120270010681864,city,Kharkivska
3222482001,UA32080010040086332,village,Kyivska
5910400000,UA59020070010054283,town,Sumska
4623686201,UA46060170030091535,village,Lvivska
6320482501,UA63040030170056237,village,Kharkivska
6821555404,UA68040070150053702,village,Khmelnytska
7423381912,UA74040090040011265,village,Chernihivska
5310136400,UA53080370010183642,city,Poltavska
1410200000,UA14160010010073615,town,Donetska
0523181301,UA05020190130023340,village,Vinnytska
5610700000,UA56020030010034121,town,Rivnenska
5620889101,UA56020030150028853,village,Rivnenska
