eoname,eotypename,eoedrpou,KATOTTG,KOATUU,category,id,years
Фаховий медичний коледж Івано-Франківського національного медичного університету,заклад вищої освіти,02011321,UA26040190010045761,2610100000,town,медичнийколеджванофранквськогонацональногомедичногоунверситет,"2021, 2022, 2023"
Івано-Франківський базовий медичний коледж,вищий навчальний заклад I-II рівнів акредитації,02011321,UA26040190010045761,2610100000,town,ванофранквськийбазовиймедичнийколед,2018
Медичний коледж Івано-Франківського національного медичного університету,заклад вищої освіти,02011321,UA26040190010045761,2610100000,town,медичнийколеджванофранквськогонацональногомедичногоунверситет,2020
"Комунальний заклад фахової передвищої освіти ""Івано-Франківський медичний фаховий коледж"" Івано-Франківської обласної ради",заклад вищої освіти,02011321,UA26040190010045761,2610100000,town,фаховапередвищаосвтиванофранквськиймедичнийколеджванофранквськаобласно,"2021, 2023"
"Комунальний заклад ""Бериславський медичний коледж"" Херсонської обласної ради",вищий навчальний заклад I-II рівнів акредитації,02011634,UA65020010010095508,6520610100,town,бериславськиймедичнийколеджхерсонськаобласно,2018
"Ліцей природничо-математичного напрямку (біолого-хімічний профіль) комунального закладу ""Бериславський медичний коледж"" Херсонської обласної ради",ліцей,02011634,UA65020010010095508,6520610100,town,лцейприродничоматематичногонапрямкубериславськиймедичнийколеджхерсонськаобласно,"2016, 2017, 2019, 2020"
"Комунальний заклад ""Бериславський медичний коледж"" Херсонської обласної ради",заклад вищої освіти,02011634,UA65020010010095508,6520610100,town,бериславськиймедичнийколеджхерсонськаобласно,"2019, 2020"
"Комунальний заклад ""Бериславський медичний фаховий коледж"" Херсонської обласної ради",заклад фахової передвищої освіти,02011634,UA65020010010095508,6520610100,town,бериславськиймедичнийколеджхерсонськаобласно,"2021, 2022, 2023, 2024, 2025"
"Ліцей природничо-математичного напрямку (біолого-хімічний профіль) комунального закладу ""Бериславський медичний фаховий коледж"" Херсонської обласної ради",ліцей,02011634,UA65020010010095508,6520610100,town,лцейприродничоматематичногонапрямкубериславськиймедичнийколеджхерсонськаобласно,2021
Черкаська медична академія,вищий навчальний заклад I-II рівнів акредитації,02011686,UA71080490010144486,7110136400,city,черкаськамедичнаакадем,2018
Черкаська медична академія,вищий навчальний заклад III-IV рівнів акредитації,02011686,UA71080490010259590,7110136700,city,черкаськамедичнаакадем,"2023, 2025"
Черкаська медична академія,заклад вищої освіти,02011686,UA71080490010144486,7110136400,city,черкаськамедичнаакадем,"2019, 2020, 2021, 2022, 2023, 2024, 2025"
"Комунальний заклад освіти "" Середня загальноосвітня школа №24"" Дніпровської міської ради",середня загальноосвітня школа,02124769,UA12020010010475293,1210138400,city,освтисереднязагальноосвтняшкола24днпровська,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
"Комунальний заклад освіти ""Середня загальноосвітня школа № 39"" Дніпровської міської ради",середня загальноосвітня школа,02124769,UA12020010010475293,1210138400,city,освтисереднязагальноосвтняшкола39днпровська,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
"Комунальний заклад освіти ""Середня загальноосвітня школа №24"" Дніпровської міської ради",середня загальноосвітня школа,02124769,UA12020010010475293,1210138400,city,освтисереднязагальноосвтняшкола24днпровська,2024
Кременчуцький педагогічний коледж імені А.С.Макаренка,вищий навчальний заклад I-II рівнів акредитації,02125496,UA53020110010112104,5310436100,city,кременчуцькийпедагогчнийколеджменасмакаренк,2018
"Науковий ліцей ""Політ"" при Кременчуцькому педагогічному коледжі імені А.С.Макаренка",науковий ліцей,02125496,UA53020110010112104,5310436100,city,науковийлцейполтприкременчуцькомупедагогчномуколеджменасмакаренк,2022
Кременчуцький педагогічний коледж імені А.С.Макаренка,заклад вищої освіти,02125496,UA53020110010112104,5310436100,city,кременчуцькийпедагогчнийколеджменасмакаренк,"2019, 2020, 2021, 2022"
Полтавська обласна спеціалізована школа-інтернат ІІ-ІІІ ступенів з поглибленим вивченням окремих предметів та курсів при Кременчуцькому педагогічному коледжі імені А.С.Макаренка,спеціалізована школа-інтернат,02125496,UA53020110010112104,5310436100,city,полтавськаобласнаспецалзованашколантернат3ступзпоглибленимвивченямокремихпредметвтакурсвприкременчуцькомупедагогчномуколеджменасмакаренк,"2016, 2017, 2018"
"Обласний коледж ""Кременчуцька гуманітарно-технологічна академія імені А.С. Макаренка"" Полтавської обласної ради",заклад вищої освіти,02125496,UA53020110010112104,5310436100,city,обласнийколеджкременчуцькагумантарнотехнологчнаакадемяменасмакаренкаполтавськаобласно,"2023, 2024"
"Комунальний заклад вищої освіти ""Кременчуцька гуманітарно-технологічна академія"" Полтавської обласної ради",вищий навчальний заклад III-IV рівнів акредитації,02125496,UA53020110010112104,5310436100,city,вищаосвтикременчуцькагумантарнотехнологчнаакадемяполтавськаобласно,2025
Коледж Чернівецького національного університету ім. Ю. Федьковича,вищий навчальний заклад I-II рівнів акредитації,02125680,UA73060610010033137,7310100000,town,коледжчернвецькогонацональногоунверситетуменюфедькович,2018
Педагогічний фаховий коледж Чернівецького національного університету ім. Ю. Федьковича,заклад фахової передвищої освіти,02125680,UA73060610010033137,7310100000,town,педагогчнийколеджчернвецькогонацональногоунверситетуменюфедькович,"2021, 2022, 2023, 2024, 2025"
Педагогічний коледж Чернівецького національного університету ім. Ю. Федьковича,вищий навчальний заклад I-II рівнів акредитації,02125680,UA73060610010033137,7310100000,town,педагогчнийколеджчернвецькогонацональногоунверситетуменюфедькович,2018
Педагогічний коледж Чернівецького національного університету ім. Ю. Федьковича,заклад вищої освіти,02125680,UA73060610010033137,7310100000,town,педагогчнийколеджчернвецькогонацональногоунверситетуменюфедькович,"2019, 2020"
"Комунальний заклад Львівської обласної ради ""Львівське училище фізичної культури"" (загальноосвітня школа-інтернат)",середня загальноосвітня школа-інтернат,02136962,UA46060250010515336,4610136900,city,льввськаобласнальввськеучилищефзичнакультур,"2016, 2017, 2018, 2019, 2020"
"Комунальний заклад Львівської обласної ради ""Львівський фаховий коледж спорту""",заклад фахової передвищої освіти,02136962,UA46060250010515336,4610136900,city,льввськаобласнальввськийколеджспорт,"2023, 2024, 2025"
"Комунальний заклад Львівської обласної ради ""Львівський фаховий коледж спорту"" (загальноосвітня школа-інтернат)",середня загальноосвітня школа,02136962,UA46060250010515336,4610136900,city,льввськаобласнальввськийколеджспорт,"2021, 2022, 2023"
Некрасовська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,02141302,UA05020310120033528,0520684203,village,некрасовськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021"
Агрономічненська середня загальноосвітня школа I-III ступенів,середня загальноосвітня школа,02141302,UA05020010010058853,0520680203,village,агрономчненськасереднязагальноосвтняшкола3ступен,"2016, 2017"
Агрономічненська середня загальноосвітня школа I-III ступенів Вінницького району Вінницької області,середня загальноосвітня школа,02141302,UA05020010010058853,0520680203,village,агрономчненськасереднязагальноосвтняшкола3ступен,"2018, 2019, 2020, 2021, 2022"
"Комунальний заклад освіти ""Середня загальноосвітня школа №31"" Дніпровської міської ради",середня загальноосвітня школа,02142201,UA12020010010757287,1210137800,city,освтисереднязагальноосвтняшкола31днпровська,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
"Комунальний заклад освіти ""Середня загальноосвітня школа №62"" Дніпровської міської ради",середня загальноосвітня школа,02142201,UA12020010010757287,1210137800,city,освтисереднязагальноосвтняшкола62днпровська,"2017, 2018, 2019, 2020, 2022, 2023"
"Комунальний заклад освіти ""Середня загальноосвітня школа №34"" Дніпровської міської ради",середня загальноосвітня школа,02142201,UA12020010010757287,1210137800,city,освтисереднязагальноосвтняшкола34днпровська,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
Апостолівський районний ліцей - інтернат Зеленодольської міської ради Апостолівського району Дніпропетровської області,ліцей,02142394,UA12060130010067974,1220310300,town,апостолвськийийлцейнтернатзеленодольська,"2020, 2021"
Зеленодольська загальноосвітня школа І-ІІІ ступенів №2 Зеленодольської міської ради Апостолівського району Дніпропетровської області,середня загальноосвітня школа,02142394,UA12060130010067974,1220310300,town,зеленодольськазагальноосвтняшкола3ступ2зеленодольська,"2020, 2021"
Костянтинівська загальноосвітня школа I-III ступенів № 5 Костянтинівської міської ради Донецької області,середня загальноосвітня школа,02142879,UA14120070010085843,1412600000,town,костянтинвськазагальноосвтняшкола3ступ5костянтинвська,"2016, 2017, 2018, 2019"
Костянтинівська загальноосвітня школа I-III ступенів № 4 Костянтинівської міської ради Донецької області,середня загальноосвітня школа,02142879,UA14120070010085843,1412600000,town,костянтинвськазагальноосвтняшкола3ступ4костянтинвська,"2016, 2017, 2018, 2019"
Костянтинівська загальноосвітня школа I-III ступенів № 9 Костянтинівської міської ради Донецької області,середня загальноосвітня школа,02142879,UA14120070010085843,1412600000,town,костянтинвськазагальноосвтняшкола3ступ9костянтинвська,"2016, 2017, 2018, 2019, 2020, 2021"
Костянтинівський заклад загальної середньої освіти І-ІІ ступенів №8 Костянтинівської міської ради Донецької області,середня загальноосвітня школа,02142879,UA14120070010085843,1412600000,town,костянтинвський2ступ8костянтинвська,2023
Костянтинівська загальноосвітня школа I-III ступенів № 15 Костянтинівської міської ради Донецької області,середня загальноосвітня школа,02142879,UA14120070010085843,1412600000,town,костянтинвськазагальноосвтняшкола3ступ15костянтинвська,"2016, 2017, 2018, 2019, 2022, 2023"
Костянтинівська загальноосвітня школа I-III ступенів № 3 Костянтинівської міської ради Донецької області,середня загальноосвітня школа,02142879,UA14120070010085843,1412600000,town,костянтинвськазагальноосвтняшкола3ступ3костянтинвська,"2016, 2017, 2018, 2019"
Тетерівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,02143040,UA18040530010026726,1822087201,village,тетервськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021"
"опорний навчальний заклад ""Левківська загальноосвітня школа I-III ступенів"" Житомирської районної ради",середня загальноосвітня школа,02143040,UA18040150090080908,1822084101,village,опорнийнавчальнийзакладлевквськазагальноосвтняшкола3ступжитомирська,"2020, 2021"
"Поберезький навчально-виховний комплекс "" Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Тисменицької районної ради Івано-Франківської області",навчально-виховний комплекс,02143525,UA26040150040065748,2625884101,village,поберезькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладтисменицька,"2017, 2018, 2019, 2020"
Чорнолізька загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,середня загальноосвітня школа,02143525,UA26040330190052769,2625888101,village,чорнолзьказагальноосвтняшкола3ступтисменицька,"2016, 2017, 2018, 2019, 2020, 2021"
Старокривотульська загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,середня загальноосвітня школа,02143525,UA26040330150015102,2625885501,village,старокривотульськазагальноосвтняшкола3ступтисменицька,"2016, 2017, 2018, 2019, 2020, 2021"
Середня школа №1 імені Т. Г. Шевченка м. Самбора,середня загальноосвітня школа,02144795,UA46080130010066889,4610900000,town,середняшкола1ментгшевченкамсамбор,"2016, 2017, 2018"
Середня школа №1 імені Т.Г.Шевченка м.Самбора,середня загальноосвітня школа,02144795,UA46080130010066889,4610900000,town,середняшкола1ментгшевченкамсамбор,"2019, 2020, 2021, 2022"
Середня школа №1 ім. Т.Г. Шевченка м. Самбора Львівської області,середня загальноосвітня школа,02144795,UA46080130010066889,4610900000,town,середняшкола1ментгшевченкамсамбор,2023
Бориславська загальноосвітня школа І-ІІІ ступенів №8 Бориславської міської ради Львівської області,середня загальноосвітня школа,02144795,UA46020010010087534,4610300000,town,бориславськазагальноосвтняшкола3ступ8бориславська,"2016, 2017, 2018, 2019, 2021"
Арцизька загальноосвітня школа I-III ступенів № 5 Арцизької районної ради Одеської області,середня загальноосвітня школа,02145085,UA51060010010032913,5120410100,town,арцизьказагальноосвтняшкола3ступ5арцизька,"2017, 2018, 2019, 2020"
Кам'янська загальноосвітня школа I-III ступенів Арцизької районної ради Одеської області,середня загальноосвітня школа,02145085,UA51060010060070745,5120482701,village,камянськазагальноосвтняшкола3ступарцизька,"2016, 2017, 2018, 2019, 2020"
Арцизька загальноосвітня школа I-III ступенів № 5 м.Арциза Одеської області,середня загальноосвітня школа,02145085,UA51060010010032913,5120410100,town,арцизьказагальноосвтняшкола3ступ5марциз,2016
Херсонська загальноосвітня школа I-III ступенів №44 Херсонської міської ради,середня загальноосвітня школа,02146713,UA65100150010361097,6510136900,city,херсонськазагальноосвтняшкола3ступ44херсонська,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
Херсонська загальноосвітня школа I-III ступенів №50 імені Романа Набєгова Херсонської міської ради,середня загальноосвітня школа,02146713,UA65100150010123057,6510136300,city,херсонськазагальноосвтняшкола3ступ50менромананабговахерсонська,"2018, 2019, 2020, 2021, 2022"
"Державний професійно-технічний навчальний заклад ""Дніпровський центр професійно-технічної освіти"" (корпус 3)",заклад професійної (професійно-технічної) освіти,02541409,UA12020010010350200,1210138100,city,державнийпрофесйнотехнчнийнавчальнийзакладднпровськийцентрпрофесйнотехнчнаосвт,2021
"Державний професійно-технічний навчальний заклад ""Дніпровський центр професійно-технічної освіти (відділення зв'язку)""",центр професійно-технічної освіти,02541409,UA12020010010512802,1210136900,city,державнийпрофесйнотехнчнийнавчальнийзакладднпровськийцентрпрофесйнотехнчнаосвт,"2019, 2020"
"Державний професійно-технічний навчальний заклад ""Дніпровський центр професійно-технічної освіти (відділення зв'язку)""",заклад професійної (професійно-технічної) освіти,02541409,UA12020010010512802,1210136900,city,державнийпрофесйнотехнчнийнавчальнийзакладднпровськийцентрпрофесйнотехнчнаосвт,2021
"Державний професійно-технічний навчальний заклад ""Дніпровський центр професійно-технічної освіти""",центр професійно-технічної освіти,02541409,UA12020010010757287,1210137800,city,державнийпрофесйнотехнчнийнавчальнийзакладднпровськийцентрпрофесйнотехнчнаосвт,2019
"Державний професійно-технічний навчальний заклад ""Дніпровський центр професійно-технічної освіти""",заклад професійної (професійно-технічної) освіти,02541409,UA12020010010757287,1210137800,city,державнийпрофесйнотехнчнийнавчальнийзакладднпровськийцентрпрофесйнотехнчнаосвт,"2022, 2023, 2024, 2025"
"Державний професійно-технічний навчальний заклад ""Дніпровський центр професійно-технічної освіти"" (корпус 3)",центр професійно-технічної освіти,02541409,UA12020010010350200,1210138100,city,державнийпрофесйнотехнчнийнавчальнийзакладднпровськийцентрпрофесйнотехнчнаосвт,"2019, 2020"
"Деожавний професійно-технічний навчальний заклад ""Кам'янський центр підготовки та перепідготовки робітничих кадрів будівництва та автотранспорту""",центр підготовки і перепідготовки робітничих кадрів,02541527,UA12040050030016744,1221055800,urban village,деожавнийпрофесйнотехнчнийнавчальнийзакладкамянськийцентрпдготовкитаперепдготовкиробтничихкадрвбудвництватаавтотранспорт,"2019, 2020"
"Державний професійно-технічний навчальний заклад ""Кам'янський центр підготовки та перепідготовки робітничих кадрів будівництва та автотранспорту""",професійно-технічне училище відповідного профілю,02541527,UA12040150010395824,1210436300,city,державнийпрофесйнотехнчнийнавчальнийзакладкамянськийцентрпдготовкитаперепдготовкиробтничихкадрвбудвництватаавтотранспорт,2018
"Державний професійно-технічний навчальний заклад ""Кам'янський центр підготовки та перепідготовки робітничих кадрів будівництва та автотранспорту""",центр підготовки і перепідготовки робітничих кадрів,02541527,UA12040150010395824,1210436300,city,державнийпрофесйнотехнчнийнавчальнийзакладкамянськийцентрпдготовкитаперепдготовкиробтничихкадрвбудвництватаавтотранспорт,"2019, 2020"
"Державний професійно-технічний навчальний заклад ""Кам'янський центр підготовки та перепідготовки робітничих кадрів будівництва та автотранспорту""",заклад професійної (професійно-технічної) освіти,02541527,UA12040050030016744,1221055800,urban village,державнийпрофесйнотехнчнийнавчальнийзакладкамянськийцентрпдготовкитаперепдготовкиробтничихкадрвбудвництватаавтотранспорт,2021
"Державний професійно-технічний навчальний заклад ""Кам'янський центр підготовки та перепідготовки робітничих кадрів будівництва та автотранспорту""",заклад професійної (професійно-технічної) освіти,02541527,UA12040150010395824,1210436300,city,державнийпрофесйнотехнчнийнавчальнийзакладкамянськийцентрпдготовкитаперепдготовкиробтничихкадрвбудвництватаавтотранспорт,2021
"Державний професійно-технічний навчальний заклад ""Кам`янський центр підготовки та перепідготовки робітничих кадрів будівництва та автотранспорту""",заклад професійної (професійно-технічної) освіти,02541527,UA12040150010395824,1210436300,city,державнийпрофесйнотехнчнийнавчальнийзакладкамянськийцентрпдготовкитаперепдготовкиробтничихкадрвбудвництватаавтотранспорт,"2023, 2024, 2025"
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти"" c. Саксагань",заклад професійної (професійно-технічної) освіти,02541846,UA12040230010024032,1224587001,village,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвтиссаксаган,2021
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти"" (філія 3)",професійно-технічне училище відповідного профілю,02541846,UA12040110010051141,1210700000,town,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвт,"2019, 2020"
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти""",заклад професійної (професійно-технічної) освіти,02541846,UA12040230010024032,1224587001,village,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвт,"2023, 2024, 2025"
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти""",професійно-технічне училище відповідного профілю,02541846,UA12040230010024032,1224587001,village,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвт,"2019, 2020"
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти"" (філія 3)",заклад професійної (професійно-технічної) освіти,02541846,UA12040110010051141,1210700000,town,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвт,"2021, 2022"
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти"" (філія 2)",професійно-технічне училище відповідного профілю,02541846,UA12040090010047409,1210200000,town,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвт,"2019, 2020"
"Державний професійно-технічний навчальний заклад ""Західно-Дніпровський центр професійно-технічної освіти"" (філія 2)",заклад професійної (професійно-технічної) освіти,02541846,UA12040090010047409,1210200000,town,державнийпрофесйнотехнчнийнавчальнийзакладзахдноднпровськийцентрпрофесйнотехнчнаосвт,2021
Територіальне відокремлене спеціалізоване відділення смт. Пулини Головинського вищого професійного училища нерудних технологій,заклад професійної (професійно-технічної) освіти,02543472,UA18040430010090823,1825455100,urban village,територальневдокремленеспецалзованевддленясмтпулиниголовинськоговищогопрофесйногоучилищанеруднихтехнолог,"2022, 2023"
Головинське вище професійне училище нерудних технологій,вище професійне училище,02543472,UA18040590020094887,1825655500,urban village,головинськевищепрофесйнеучилищенеруднихтехнолог,"2018, 2019, 2020"
Головинське вище професійне училище нерудних технологій,заклад професійної (професійно-технічної) освіти,02543472,UA18040590020094887,1825655500,urban village,головинськевищепрофесйнеучилищенеруднихтехнолог,"2021, 2023, 2024"
Головинське вище професійне училище нерудних технологійТериторіальне відокремлене спеціалізоване відділення м. Радомишль,заклад професійної (професійно-технічної) освіти,02543472,UA18040450010049683,1825010100,town,головинськевищепрофесйнеучилищенеруднихтехнологйтериторальневдокремленеспецалзованевддленямрадомишл,"2022, 2023"
"ЗАКЛАД ПРОФЕСІЙНОЇ (ПРОФЕСІЙНО-ТЕХНІЧНОЇ) ОСВІТИ ""ПОЛІСЬКИЙ ІНДУСТРІАЛЬНИЙ ПРОФЕСІЙНИЙ КОЛЕДЖ""",заклад професійної (професійно-технічної) освіти,02543472,UA18040590020094887,1825655500,urban village,закладпрофесйнаосвтиполськийндустральнийпрофесйнийколед,2025
"ДНЗ ""Чубарівський центр професійно-технічної освіти"" (відділення в смт Більмак)",професійно-технічне училище відповідного профілю,02543822,UA23100010010076329,2322755100,urban village,днзчубарвськийцентрпрофесйнотехнчнаосвт,2018
Територіальне відокремлене спеціалізоване відділення Федорівського центру професійної освіти,заклад професійної (професійно-технічної) освіти,02543822,UA23060030010056906,2321510100,town,територальневдокремленеспецалзованевддленяфедорвськогоцентрупрофесйнаосвт,2021
ФЕДОРІВСЬКИЙ ЦЕНТР ПРОФЕСІЙНОЇ ОСВІТИ,професійно-технічне училище відповідного профілю,02543822,UA23100290010097828,2324288201,village,федорвськийцентрпрофесйнаосвт,"2019, 2020"
Федорівський центр професійної освіти,заклад професійної (професійно-технічної) освіти,02543822,UA23060070010474202,2310136700,city,федорвськийцентрпрофесйнаосвт,"2023, 2024, 2025"
Територіальне відокремлене спеціалізоване відділення Федорівського центру професійної освіти,професійно-технічне училище відповідного профілю,02543822,UA23060030010056906,2321510100,town,територальневдокремленеспецалзованевддленяфедорвськогоцентрупрофесйнаосвт,2020
"ДНЗ ""Чубарівський центр професійно-технічної освіти""",професійно-технічне училище відповідного профілю,02543822,UA23100290010097828,2324288201,village,днзчубарвськийцентрпрофесйнотехнчнаосвт,2018
ФЕДОРІВСЬКИЙ ЦЕНТР ПРОФЕСІЙНОЇ ОСВІТИ,заклад професійної (професійно-технічної) освіти,02543822,UA23100290010097828,2324288201,village,федорвськийцентрпрофесйнаосвт,"2021, 2022"
ФЕДОРІВСЬКИЙ ЦЕНТР ПРОФЕСІЙНОЇ ОСВІТИ (відділення в смт Більмак),заклад професійної (професійно-технічної) освіти,02543822,UA23100010010076329,2322755100,urban village,федорвськийцентрпрофесйнаосвт,2023
"ДНЗ ""Запорізьке вище професійне училище моди і стилю"" (відокремлений корпус)",заклад професійної (професійно-технічної) освіти,02543880,UA23100170010023304,2323910100,town,днззапорзькевищепрофесйнеучилищемодистил,2023
"ДНЗ ""Запорізьке вище професійне училище моди і стилю""",вище професійне училище,02543880,UA23060070010595678,2310136300,city,днззапорзькевищепрофесйнеучилищемодистил,"2018, 2019, 2020"
"ДНЗ ""Запорізьке вище професійне училище моди і стилю"" (філія)",вище професійне училище,02543880,UA23100170010023304,2323910100,town,днззапорзькевищепрофесйнеучилищемодистил,2019
"ДНЗ ""Запорізьке вище професійне училище моди і стилю""",заклад професійної (професійно-технічної) освіти,02543880,UA23060070010595678,2310136300,city,днззапорзькевищепрофесйнеучилищемодистил,"2021, 2022"
"Державний навчальний заклад ""Запорізьке вище професійне училище моди і стилю""",заклад професійної (професійно-технічної) освіти,02543880,UA23060070010595678,2310136300,city,запорзькевищепрофесйнеучилищемодистил,"2023, 2024"
